,review,Country,vadar compound,sentiment
850,i can finally go to starbucks like an actual human being ,UK,0.3612,positive
851,lleg  en algo menos de dos d as  est  macbook air m  es lo mejor de lo mejor  la capacidad de memoria es asombrosa  la rapidez parece indicar que apple se ha adelantado muchos a os ,UK,0.34,positive
852,upgraded from my      macbookair b c it was slowing down  this      macbookair started out great  but within   weeks it s slowing down too  display is more or less fine  front camera quality seems to have deteriorated somewhat  but trying to open applications  download upload files  etc       is getting slow now and it s annoying ,UK,0.0403,negative
853,replaced a previous macbook air with the new version  same sleek design  upgraded performance  the computer is quick and easy to use  plus it is lighter than the      version i replaced ,UK,0.4404,positive
854,love the lightweight and easy to set up configure capabilities   this is my first mac although i have ipads and an apple watch   though it might be scary to move from windows  but not at all   like all apple products   everything was seamless   great price as well  ,UK,0.8436,positive
855,battery life is great  once you are not doing to much things  i had a glitch with the mouse the first day i bought it  but i have not seen it again from that day  it is portable  nice slim laptop  not heavy  work well so far  camera quality is not so good  i think apple could have updated their camera quality  but it is fine anyways  usable  the speakers are loud and nice  nice sound quality ,UK,0.862,positive
856,as much as i enjoy my new macbook  it is way too soon to be experiencing loading delays  i barely have anything loaded on the computer and i have experienced several delays ,UK,0.4939,positive
857,i have been a mac user for a long time and this one is certainly up to standards  got some great help from mac setting it up and ended the frustrations of my old one ,UK,0.7351,positive
858,other being delivered late  it was perfect gpu and cpu are crazy fast so is the ssd and ram  it may be the best computer i have ever have had ,UK,0.7579,positive
859,love my new macbook air    using it all the time   took awhile to get used to the mac after having  a pc     but i m getting there  ,UK,0.3818,positive
860,no complaints so far   in fact  i am actually very impressed  the battery life is incredible  although i have only had it for two days   and the screen  keyboard  and body are great  i had a macbook pro        eons ago and this is obviously far and above that i was a bit nervous buying from amazon but i was impatient and couldn t wait the    weeks it was going to take from apple or best buy  it arrived quickly and in perfect condition ,UK,0.9031,positive
861,i ve needed a new laptop for years and finally decided to buy one  but had not planned on purchasing a macbook   after reviewing many options i clearly made the right choice   i love it   dw,UK,0.8847,positive
862,takes a bit getting use to but it s ok i guess,UK,0.4215,positive
863,this computer was described as used but like new  i would have guessed it was new because it looks brand new  it s the latest macbook air and i got it cheaper than through the apple store  i was anxious to get it but shipping said it could take     days from when i ordered it  i was pleasantly surprised to get it on the third day  this is replacing my      macbook pro retina  i love it ,UK,0.9331,positive
864,there s nothing i don t like and i m sure i have not explored everything in my new air  pro  the screen quality is great  i do not have touch screen and i do not play games on the computer only on my iphone to make along story short  it s great ,UK,0.8102,positive
865,excellent screen quality  user friendly ,UK,0.7845,positive
866,i used hp laptops for years  their average screen size is like     up to almost    inch screen size  for this    inch macbook  at first i was surprised  but the second i set things up i got real excited  siri is super helpful  mac is small  very easy to carry  super convenient  one thing i like the most is the touch id to open laptop  after using mac i ve decided to purchase the latest ipad  apple products actually worth the money ,UK,0.9843,positive
867,this mac is the fastest that i have had  wakeup is instant  the fingerprint reader is exceptional  screen quality is tops  connectivity to external devices is simple and easy  very satisfied,UK,0.8516,positive
868,very fast computer   lots pf fun for a first time apple user ,UK,0.5106,positive
869,enjoying the fingerprint feature of this new mac air  loading is quick with the new apple m  chip wish i could use a mouse instead of touchpad  did that on prior models over the years ,UK,0.7269,positive
870,almost everything is top notch  performance  battery life  new magic keyboard  usual unparalleled trackpad  quality of materials and build  i was a little concerned about lower screen brightness of mb air versus mb pro prior to purchase  but have no complaints  only feature less than excellent is camera  which is only    p  limited ports only a minor inconvenience  most highly recommended ,UK,-0.394,negative
871,first time with a macbook and it feels awesome  nice os  overall good look  sound and display have very good quality  battery life outstanding  the camera is mediocre though  i have always worked with windows and linux and i m getting used to this os and i m starting to love it  similar feel when i was changing from android to iphone  i downloaded and installed office     in a few minutes  for programming python and sublime text work just fine  safari works so fast  no complain after a week with this laptop,UK,0.9549,positive
872,found it complicated and deprecated quickly   the purchase price for me was      saw it at    less   months later now it s almost      less   don t feel too good about this ,UK,0.4404,positive
873,powerful laptop that can handle music production and djing softwares without problems  this computer is so light and thin that it is unbelievable how well it works there is no need to buy a macbook pro m   shop this one without hesitation ,UK,0.763,positive
874,good solid computer for paying bills  writing  a d playing a few games  my wife uses it all the time ,UK,0.6486,positive
875,i m a college student and bought this right before my semester started and it is my most favorite thing   i was kind of hesitant it would be fake but it really is the real deal and i love my macbook air ,UK,0.7391,positive
876,i love mac laptops  they are reliable and this one has the newest processor which is very fast and the screen has no frame  the only issue that this causes is a lot of finger smudges from opening it or adjusting the screen ,UK,0.4588,positive
877,bought the   gig ram model works great  unless you re running a lot of concurrent apps you don t need    gig  this machine is fast and beautiful  by far the best laptop i found and believe me i thought a lot of them during the last    years ,UK,0.9217,positive
878,with my current apple computer showing it s age  buying a new apple macbook was a know brainer  it is convenient  easy to use  fits into my apple world and it is an apple ,UK,0.4404,positive
879,it s an apple product  so it always lives up  or even surpasses  the expectation  my daughter loves the color and the size  now i feel like i need one myself ,UK,0.7351,positive
880,it s definitely fancy and light weighted  but  the machine needs major improvements to make it faster  it stucks with many basic tools like browser or with basic use of adobe graphic tools  battery life is excellent ,UK,0.9201,positive
881,i love it  this is my first ios computer and i m in love  the quality put into it is top notch  this is my primary computer for school and everyday use  it s well worth the investment  ,UK,0.9217,positive
882,love my new mac    it s very light  battery lasts a long time  days even   with light use   charges quickly too   i haven t bought a case yet   it s too gorgeous to cover up   but will buy a sleeve for transporting when i travel  no complaints   love it ,UK,0.6124,positive
883,this is my first mac ever  i had to go through a small learning curve to get used to the os and the keyboard layout and shortcuts  but now i am so happy with the purchase really good screen  trackpad and keyboard  amazing battery life  so compact and light  the only thing that i miss from my previous laptop is a touchscreen i would without any hesitation recommend this for anyone looking for a handy and powerful laptop ,UK,0.9659,positive
884,been wanting a macbook for a decade i love this one  i thought rose gold was discontinued in this model  but mine was rose gold  love it ,UK,0.8555,positive
885,i love this laptop   the new apple m  processor is lightning fast and the graphics are out of this world   i also love the top of the line wifi card  all for just over   k,UK,0.8807,positive
886,it s a good laptop with all around features and heavy build quality  missing some of the pro features but otherwise it works great,UK,0.7906,positive
887,amazed that it uploaded all my files and i for from cloud  just turned it on and it worked  syncing with phones and ipad     ,UK,0.4939,positive
888,get this computer for all intents and purposes  i bought it for it and database administration and i just wanted a computer who could think for me  this is it  along with its long computer time and screen life,UK,0.0,negative
889,it s fast  lightweight  and the keyboard is great,UK,0.6249,positive
890,el art culo genial  pero vino con defectos  la salida de sonido no funciona con los aud fonos  no se que hacer y no contestan las llamadas ,UK,-0.4215,negative
891,i ve owned three macbook airs over the years and this is the most capable to date  processing speed and battery life are excellent  and the screen is outstanding  i m still getting used to having just two usb c ports  i had to purchase an external hub to connect to an external monitor and an external hard drive and i especially miss not having a built in sdhc card reader ,UK,0.8519,positive
892,i assumed the computer was new  i m not sure that i did not get a renewed one  the computer seems fine so far  but the charger was defective  and i had to spend       on a new aftermarket charger  you would think the product would be tested  not a great experience ,UK,-0.8545,negative
893,light  powerful  and impressive  i m very happy with the purchase ,UK,0.8777,positive
894,i think this laptop is overrated  reviews say it does not get hot but with only    minutes of playing some games  it went super hot that i had to turn it off  the m  processor which they say is powerful did not live up to all the hype  no wonder it s cheaper than dell xps    ,UK,0.8573,positive
895,is the only thing is most blocking but with external ssd its solved or managed your storage  it is a great product,UK,0.8102,positive
896,this computer met all my expectations  came well packaged and shrink wrapped and is definitely new and in perfect  condition  i love the color and the screen quality is wonderful ,UK,0.9468,positive
897,yes  there are  thousands   of apps available as advertised  they do not include popular apps such as amazon  facebook  spectrum  instagram or sprint  work related apps like indeed and linkedin  other apps for stores we like to shop at   you can access these website on the browser  fyi  that s how i accessed websites on my very first laptop   in        works great for reading email and facetime ,UK,0.8994,positive
898,the connections are really lacking on this laptop  but everything else is consistent with what you d hope from an apple product  over priced  but good quality and decent support  buy the additional warranty or apple care ,UK,0.9481,positive
899,bough this for my mom  battery life is great   it s so sleek that we can take it anywhere without it taking up space  also the price for this is great i couldn t find a better deal anywhere else ,UK,0.9022,positive
900,my old macbook air lasted   years and died a peaceful death  even so  apple gave me      credit for it  it s so wonderful to have a new one ,UK,0.4663,positive
901,this is the first time i have used a mac product for an extended period of time  i have owned it for a couple months now and must admit i am very happy with how well it performs  my apprehension at buying a mac product was in getting used to the os  as it is considerably different from windows  however it did not take long for me to get used to macos  it was easy to learn and use  with much better organization than windows ,UK,0.8622,positive
902,this  user guide  does not guide and is of little use   it appears to me as if the author threw together some thoughts or previous documents with little concern with order or the reader s needs ,UK,0.0,negative
903,ive had this computer for   months now  and i still can t find a single thing to complain about  the battery will last me    hours of gaming  something i didn t think was even possible out of a high performance laptop  when i say high performance  i mean it  this thing runs minecraft on    fps with fancy graphics and    chunks of render distance  and it doesn t even get hot  this is probably one of the best tech purchases i ve ever made ,UK,0.4019,positive
904,blazing fast   this was my first mac and i was only familiar with ios devices so i can compare to past models  but i can say that the macbooks with the m  chips our as fast as an ipad when it comes to light duty things ,UK,0.0,negative
905,great laptop beautiful design fast processor,UK,0.8402,positive
906,disliked mot knowing there are not many apps made for the mac book   guess that s why i hung onto my other windows computers,UK,-0.4019,negative
907,i use it everyday for my red cross volunteer work  gets tricky switching between my mac  ipad   iphone but that s on me  i wished more apps were compatible over pcs ,UK,-0.0772,negative
908,i ordered the macbook to use for my model railroad   i now use it as my portable computer   it is small and powerful        ,UK,0.4215,positive
909,overall great computer  my last macbook air was   years old so this is a great replacement but super disappointed that the charging cord isn t magnetic like the old style,UK,0.8608,positive
910,the macbook air is as advertised  fast and easy to use with a long battery life  too few ports for my taste  and the keyboard is only ok  i use a logitech mouse via bluetooth  and it is responsive  one positive surprise is that the speakers in the laptop are better than those i ve used in bigger machines ,UK,0.9349,positive
911,simple   compact  great fir travel  not easy to operate and combine w other apple products from different generation ,UK,0.4007,positive
912,you will never regret this purchase if you are a mac person   it is good for pc persons as long as they are willing to take a little time to learn how to use it  as it is different from a pc   some software is more difficult to find ,UK,0.3483,positive
913,i only charge it every few days  battery is awesome on it so far  still getting used to using a mac after only ever having a windows laptop but so far so good ,UK,0.8464,positive
914,such a great laptop  i got this to replace my horrible pc and chrome book  because they lag so much  this laptop is so compact and lighting fast  such a great investment ,UK,0.5106,positive
915,m  chip blows away any laptop on the market  it even blows away the pro version of this laptop  no internal fan and loss of efficiency is virtually non existent  highly recommend,UK,0.4754,positive
916,love love love this macbook just as described i order two of them one for me and my grand baby  apple is all i know    thank you so much,UK,0.959,positive
917,best computer i have ever had  very good job apple  comparing to many brands hp  acer  dell  etc this is a rocket based on price  speed  image  performance  everything  just the best buy you can ever have  dont doubt it for a second btw i rarely do reviews for stuff i buy but it deserves it  could not be happier ,UK,0.4918,positive
918,such a high quality and well built piece of computing equipment  the m  processor is a huge leap forward ,UK,0.5267,positive
919,el rendimiento del equipo es genial  la duraci n de la bater a es asombrosa  cumple con todas funciones descritas  lastima que solo tiene   puertos tipo c  pero con la compra de un hub se soluciona el problema  en resumen una muy buena adquisici n de mi parte ,UK,0.4215,positive
920,if you like apple products then you will like this laptop  it works great  no problems after a year of use ,UK,0.6369,positive
921,the battery life in this laptop exceeds everything i ve ever seen before  on a full charge after being on standby for a week i still have     battery left  in the past i ve always been afraid to leave my laptop for any period of time without shutting it down  now i never shut it down  an occupational reboot after an update or something is all it needs ,UK,-0.0516,negative
922,works super fast  brilliant screen and multitasking isn t a problem even with my        internet connection ,UK,0.7184,positive
923,i don t get the hype about m  chip  half of my programs aren t compatible with it and some aren t updated anymore so there is a little hope for a fix  the camera is horrible as well  picture quality is worse then what my   years old smartphone produces,UK,-0.4391,negative
924,love this computer  i am a pc user switching to mac for the first time  the computer comes in perfect condition and extra boxes for additional protection it also arrived so quickly even when it was black friday  thanks amazon ,UK,0.91,positive
925,i am not a computer nerd  i use my computer to finish charts from work when i am at home or to just browse the web so the macbook air was all i needed  i love the screen  the keyboard  size  and weight ,UK,0.7259,positive
926,great laptop,UK,0.6249,positive
927,no instructions what to do when something is not working  i can not connect to the blue tooth and the apple stores are closed in my town  i don t know how to fix it,UK,-0.296,negative
928,apple has gone through   big sur os updates and there s still quirks to deal with  i end up re starting sometimes just to get software booted up and documents retrieved from icloud ,UK,0.0,negative
929,saying i love my new macbook air is an understatement   it was super easy to set up  processes quickly and the battery life lasts a long time   arrived quicker than anticipated and the gold color is beautiful in person ,UK,0.9423,positive
930,this laptop couldn t keep up with the multiple tabs i usually have open for work or school ,UK,0.0,negative
931,ever since i bought my laptop i have glitches on my computer  i haven t been able to use touch screen  glitching makes it not possible to game,UK,0.0,negative
932,i had a macbook pro that is over ten years old and has served me well  but it was time to upgrade  happy so far  the light weight is awesome  keyboard is excellent and quiet  so far so good ,UK,0.9774,positive
933,i bought what i considered to be a  rose gold  macbook and it s absolutely beautiful  it works just as well  i m just mac ing away with course studies as well as my business  now i can work at home or take it with me wherever i go  it s light weight and the resolution is amazing  so much better than the laptop i was using ,UK,0.9368,positive
934,took a chance on an      macbook air  figured it was a refurb  since it s typically         but it was brand new  shirnkwrapped and all ,UK,0.128,positive
935,that battery life is on point  it has listed me days with my normal use  i can t really speak to camera quality  i haven t been using it  screen quality is good ,UK,0.4404,positive
936,ideal por su reducido peso  delgado  y r pido en el procesamiento de datos,UK,0.5267,positive
937,battery life was wonderful  however  multiple issues with interacting with zoom  which was a central reason for purchasing the macbook  i have an apple phone and thought a macbook would be a great addition  unfortunately  that was not  the case for me  if you aren t familiar with macbooks  it takes some adjusting to go from a laptop to a macbook  i ended up returning the macbook and purchased a laptop instead ,UK,0.7506,positive
938,este portatil tiene muchas cosas buenas  entre ellas destaco la camara es mejor q la de mi anterior asus y la rapidez que tiene para ejecutar las aplicaciones  apesar de solo tener  gb es suficiente y la nitidez de las pantallas de mac siempre son superiores  dura bastante la bateria   tampoco las    horas que dicen ellos  pero si mas de   horas desventajas  que solo tiene dos puertos thunderboltllego muy bien empacado hasta colombia,UK,0.0,negative
939,beautiful device  perfect for simply web browsing and ideal for teachers like myself that need to use microsoft office and google classroom etc  definitely worth every penny  treat yourself if you ve been debating this over a pc laptop ,UK,0.9628,positive
940,this laptop is great  it s fast  slim and battery life is pretty awesome  the camera isn t the best and i don t love apple s new keyboards  they have very little travel  besides that i m very pleased with my purchase ,UK,0.975,positive
941,i wood buy it again  i ve been a pc owner all my life and thus is my first mac  i think i will stick with it ,UK,0.0,negative
942,i had a bit of trouble adapting  found a decent online site to actually tell me how to use it as it s way different than my old computer ,UK,-0.4019,negative
943,this macbook is super fast and convenient to use  typical apple quality but yes you will have to pay a price for it   the m  chip is amazing and worth it   wish the bezels weren t as big but you can t get everything right   highly recommend if you are a fan of apple  very lightweight and portable ,UK,0.9724,positive
944,as expected from an apple  perfect d signe smooth experience of setting up the laptop  pure joy after years of work dell it s nice to go back to my apple,UK,0.8834,positive
945,just a heads up  the item is rose gold  not gold   i m actually happy that it s rose versus yellow gold ,UK,-0.4585,negative
946,great computer very fast long lasting battery verily high quality,UK,0.6249,positive
947,you get what you pay for  and that       i dropped on this macbook was worth  i went through a few cheap laptops that went from          bc i needed it for my college classes and then after wasting my time buying and returning them   i finally decided to go all out and no regrets with this purchase       ,UK,-0.7096,negative
948,i ve had a      macbook pro and it s still running good just a lil slow  now to upgrade to this macbook air not a big difference but runs way smoother,UK,0.2382,positive
949,the media could not be loaded                          it was very nice   good price i got it on christmas and amazon dealawesome sauce,UK,0.7889,positive
950,had mine since april and i gotta tell you  i m literally lost for words  i won t make this length cause i don t have to  all you need to know is that this is a must have for anyone wanting to get productivity and entertainment out of a laptop ,UK,0.6369,positive
951,this is the worst cpu ever idk if i got a bad one or what but i had problems stright out the box   long story short after several visits to the mac store i had to send it back for a refund,UK,-0.8201,negative
952,the computer would start up quickly and battery last a long time  it is a great computer ,UK,0.6249,positive
953,i was a bit concerned when i saw the reviews saying that its camera was really bad because i teach online and do a lot of zoom video calls  but it s so much better than my old pc laptop and might be as good as my iphone   plus camera  i am shook ,UK,0.7287,positive
954,the media could not be loaded                          it s elegant and light  ,UK,0.4767,positive
955,i love my macbook air   i use it for work all day long for zoom call meetings and the camera never fails ,UK,0.7602,positive
956,front facing camera is only    p  but everything else is perfect  rose gold matches her apple watch  and made for an excellent follow up gift from last years valentine ,UK,0.9428,positive
957,item was delivered dented  i m not sure if it was the manufacture or delivery company but i definitely am not happy ,UK,-0.233,negative
958,i just updated from a    year old mac and there is no comparison of course  the mac is awesome ,UK,0.4404,positive
959,i m a very light computer user  so the quality of everything meets exceeds my expectations  the screen looks pretty large to be a     laptop  definitely well made,UK,0.7906,positive
960,my first apple product  great hardware and software  coming from windows lifer  it had been no problem getting upto speed on big sur  got it on promotion too for      no brainer best laptop purchase i ever made ,UK,0.4939,positive
961,it s perfect  as you d expect ,UK,0.5719,positive
962,terrific performance    really snappy browsing the web    beautiful display    and amazing battery life    very happy with the purchase   ,UK,0.9412,positive
963,i m not to fond of the lack of a usb port forcing people to have to by additional accessories,UK,-0.5727,negative
964,no problems with the unit in the first month   first update was a little buggy but seems to be working alright   i d say this computer is about what i expected ,UK,0.0129,negative
965,everything that apple does is top of the line and you can t do any better ,UK,0.5719,positive
966,its more than a month without any lag,UK,0.2584,positive
967,i like that it is small and compact and easy to use   using it daily for many hours and hardly drains the battery at all ,UK,0.6597,positive
968,daughtzr loves it ,UK,0.5719,positive
969,mac is completely dead ,UK,-0.6801,negative
970,this would have been great  the computer is epic   but why do you default to gold   i bought this under a timeline to bring overseas and they sent me a gold version  like who wants that  i returned it and it s been over two weeks and haven t gotten any refund  so it s just been a whole mess that could have been avoided   stop defaulting to a color no one wants   rant over ,UK,-0.85,negative
971,i have waited a long time to buy a mac and i am not disappointed  i was surprised at what is inside the machine  incredible  great price ,UK,0.7174,positive
972,it s thin not too heavy a nice sleek look is the perfect laptop for school  really fast and overall great quality  my only complaint is the camera terrible quality but i don t really use the camera overall a      connects to iphone and u can see ur messages,UK,0.1491,positive
973,bought for writing as i have a imac for video and audio editing ,UK,0.0,negative
974,everything in the boxes except for the laptop smelled  musty at some point the boxes and accessories came in contact with water then dried out ,UK,0.0,negative
975,beautiful laptop  powerfull  slim  not like their phones lol ,UK,0.6798,positive
976,this was a value replacement for my    year old macbook pro  the touch id pad makes my life easier ,UK,0.6369,positive
977,my old      macbook pro finally died  this replacement is an order of magnitude improvement  excellent battery life  fast and responsive  light  great image quality ,UK,0.8658,positive
978,i m annoyed there are no usb ports,UK,-0.5859,negative
979,beautiful and looks really nice   quality looks like true apple quality   battery life is respectable   no touch screen but keyboard makes it easy to use,UK,0.8846,positive
980,received clean  neat  well packaged and on time  lovely system,UK,0.891,positive
981,the m  is so fast  and i really like that they changed to keyboard on this model  they are raised more so i can actually feel when i m pressing on them ,UK,0.4201,positive
982,this has been the best purchase i have made in a very long time  my computer can go days without needed a recharge and has a sheik finish  i have shared this link with many already  the greatest of all is that it last for years ,UK,0.8957,positive
983,working well for my wife,UK,0.2732,positive
984,i had an    inch mac air book  upgraded to the      version and i love it  easier to use  still infinitely portable  smooth and seamless to use  thanks so much,UK,0.872,positive
985,it was time   my      laptop was showing some signs of wear and out dating  it didn t take much adjustment to upgrade my brain     ,UK,0.0,negative
986,very fast  starts right up  only complaint is wish it had the old magnetic power plug and more usb connections  other then that  fantastic ,UK,0.6249,positive
987,very sleek and light  easy to carry  looks gorgeous ,UK,0.7845,positive
988,bought this for my daughter and now my wife wants one too very thin and light weight ,UK,0.0,negative
989,a plus quality as expected however no port outlets for other services,UK,-0.296,negative
990,  hours with apple support    with no relief in sight   no way to turn off favorites side which pops up when ever it wants   need an additional lap top will not purchase this again,UK,0.7184,positive
991,i absolutely love this computer  it is attractive  feels nice and works perfect as all apple products ,UK,0.9312,positive
992,got this for my daughter for college  she loves it,UK,0.5719,positive
993,it s amazing  it has everything i need and more to be able to stay on track from day to day life  it s by far the best to me out there right now,UK,0.8402,positive
994,the best purchase i could ever made  worth the money  the great choice for the price  instead of the macbook pro  incredible weight  screen  speed processing  performance and look ,UK,0.8807,positive
995,was bought as a graduation gift for my daughter  display quality and sound from the built in speakers is exceptional  she currently  only uses it for netflix and youtube until college starts in a few weeks though lol ,UK,0.6908,positive
996,this was a gift for christmas for my daughter who will be graduating in may      and going off to college   so  i wish i could give more feedback on it  my oldest has a bigger apple laptop and loves it for her school assignments she s in a nursing program ,UK,0.8776,positive
997,this macbook is amazing  i have been waiting years for apple to get away from intel  the m  chip is amazing  the battery lasts all day  if you are on the fence about a new laptop it s time to make the leap ,UK,0.8225,positive
998,it s perfect  i wish i had got applecare as i thought i had ordered  but i said it up it s fine ,UK,0.6597,positive
999,beautiful ,UK,0.5994,positive
1000,not compatible with protoos  it says it is but its not ,UK,0.0,negative
1001,excelente servicio y maquina vino en perfecto estado,UK,0.3182,positive
1002,i really haven t used this as of yet   all the macs i have had in the past except one were a quality in all respects,UK,0.3182,positive
1003,very lightweight  super fast i only dislike that i have to buy apps that are free on my phone  but this is a great pc for what i need,UK,0.8621,positive
1004,very fast  should come with a converter for usb ,UK,0.0,negative
1005,the one we received worked just fine  however  it s uneven so when i try to sit it on a flat surface to type  it rocks  rather annoying and something i never thought of before ,UK,-0.2263,negative
1006,works great   rosetta makes installing old mac apps easy   performance is amazing at a relatively affordable  for apple  price   best macbook to be released in some time ,UK,0.9432,positive
1007,needed a laptop with more capabilities for school and it fits the bill i haven t had no issues with it and it works great and fast ,UK,0.4404,positive
1008,other then battery life this thing is awesome  no complaints  lightning fast  never had a single problem with anything as of yet  would like the battery to last more then a few hours but it could also be everything i have running on the computer  overall i would recommend this to my friends and family,UK,0.8714,positive
1009,omg i m loving my new computer  it s working great  perfect size for me and very light weight  has touch id as well ,UK,0.93,positive
1010,i got this for my husband  he s a captain on a boat and this excellent size  light weight  he absolutely loves it,UK,0.8544,positive
1011,amazing  great value  great performance  great battery life  user experience is top notch,UK,0.9652,positive
1012,perfect perfect perfect  nothing damaged and i got it for a good price      dollars off at the time   thank you       ,UK,0.9578,positive
1013,replaced a wonderful      macbook pro  much lighter  faster  clearer  computer  mac just keeps getting better and better  such a class act ,UK,0.8591,positive
1014,i received my apple macbook air in may of        it died february          ,UK,-0.5574,negative
1015,had scratches all over the cover of it when it arrived  sent it back for a refund ,UK,0.0,negative
1016,honestly all i know is that my daughter loves it and thats all that matters to me ,UK,0.7783,positive
1017,i m a mac guy and have been purchasing mac products for years   i was taken back by the camera quality on this product   it was strange that the      macbook air that i sold before getting this      version had a much better camera   the camera quality is horrible   it almost looks like a camera from        other than that the product is great  and does what it needs to do ,UK,0.6022,positive
1018,good value i  use it for music productionjust get a   gb memory for a better experience ,UK,0.802,positive
1019,i ve had my macbook for about a month now  it s been amazing  i take it to school everyday and each task i do on my mac is so seem less  overall amazing laptop with great battery life and an awesome screen  definitely recommend for students  keyboard is also nice  laptop is insanely light weight as well ,UK,0.9774,positive
1020,i have zero complaints  i ve always heard wonderful things about apple computers   i wish i made this purchase a long time ago  would have avoided headaches and could have saved myself a lot of money on cheap laptops ,UK,0.6249,positive
1021,these new macbook air s have come a long way since my last one  it s a great little computer for the price,UK,0.6249,positive
1022,the only issue is that ican not use more than   safari windowsopen at a time with no other apps openafter that any more applications cause extreme slow down,UK,-0.296,negative
1023,love this product   set up was super fast and easy for this modern elder  and love the integration with my other apple devices ,UK,0.9451,positive
1024,new m  chip is fast  great performance for normal everyday tasks    overpriced as usual ,UK,0.6249,positive
1025,best seller and good product,UK,0.7964,positive
1026,great value and device my youngest daughter loves it ,UK,0.8807,positive
1027,apple notebooks are great and work smoothly  however it is inconceivable that such an expensive and top machine does not support   external monitors such as the previous macbookair with intel chip does on top of that there are only   usb c ports  so that any additional connection must come with expensive connectors ,UK,0.6643,positive
1028,love it   i ordered it last night and it arrived this morning  super efficient delivery and the product came intact  thank you amazon  the laptop is very sleek looking and light to carry  i have found it very user friendly and super customizable  definitely recommend    ,UK,0.9808,positive
1029,calidad  fino y elegante   caracter sticas esperadas de apple ,UK,0.0,negative
1030,llego hasta las puertas de mi caso en un estado excelente como si lo hubiera comprado en una tienda  vino sellada  es parecida es l software y su arreglo a las otras mac igual de organizadas  trabaja bastante r pido  pero hay que reconocer que la calidad de la c mara es menor que las generaciones anteriores ,UK,0.0,negative
1031,a windows user now with first mac  very nice  processing video and photographs are excellent  it s light weight and no fan equals no noise ,UK,0.6901,positive
1032,the only issue i have is when watching apple tv  the sound quality isaac under heavy bass,UK,0.0,negative
1033,my daughter loves it   she loves that it s light and she loves the rose gold    now my other daughter wants one ,UK,0.9022,positive
1034,easy to use and fast,UK,0.4404,positive
1035,my daughter loves it,UK,0.5719,positive
1036,very please with this laptop   battery life is amazing   also appreciated the amazon discount ,UK,0.8858,positive
1037,not sure what happened  but it came with a dent on screen  but still works great ,UK,0.7326,positive
1038,unbelievable difference from my prior air  so much faster  i have run into a couple of small issues with software due to the new chip  but i m sure they ll release new versions soon  the main one for me right now is that google file stream doesn t work  i found a substitute called odrive which works to sync w  google  but it is a paid product  hope that s fixed by google soon ,UK,0.802,positive
1039,this laptop is better than i expected  i highly recommend this laptop to anyone in the market of purchasing one,UK,0.6901,positive
1040,love love love it  perfect condition  nice color of screen  runs fast  battery life great ,UK,0.9756,positive
1041,first time owning a macbook  i didn t want to cheap out on a good computer for school so i chose this and it does not fail to deliver  very responsive and runs smooth when operating  i even don t mind using it without a mouse as it s trackpad is excellent  crazy how this thing is so quiet  very happy with the purchase ,UK,0.9371,positive
1042,long battery life  super fast processing speed  cool fanless operation  lightweight  high build quality   the m  is an amazing step above intel based laptops   easily my best laptop in last    years ,UK,0.9485,positive
1043,fast  reliable  and great ,UK,0.6249,positive
1044,the media could not be loaded                          love it  is light and fast,UK,-0.5216,negative
1045,beautiful scene quality and lightning fast   but what would you expect from apple,UK,0.3506,positive
1046,i like everything about it  very  good computer,UK,0.6901,positive
1047,no issues with the macbook air  nib  no scratches  or issues att  took me two days to set it up and become familiar with a macbook  but that s just me  so far  so good  happy with the purchase ,UK,0.8973,positive
1048,i ve been using apple macbook pros for years   i thought i d try an air   very happy with it ,UK,0.6115,positive
1049,fastest performance   long battery life  lightweight compact  great security features  too many things to list but then it is an apple ,UK,0.5023,positive
1050,yay  spent a g on a new grey screen of death   a month after the return was received by amazing    still no refund   spend the extra      and get it from apple   duh ,UK,0.3182,positive
1051,this would ve been the perfect laptop if it wasn t for those pesky kids  and that mangy mutt  in other words  the built in camera  sucks ,UK,0.0,negative
1052,arrived quickly and packaged well  laptop has many features and a very nice operating system and capabilities ,UK,0.6361,positive
1053,this is a superb machine  outstanding battery life  very fast as well  i would recommend    out of   ,UK,0.918,positive
1054,great product  suits me,UK,0.6249,positive
1055,i gave this purchase a run around and delayed purchasing it for a good while  but i cant stress enough how amazing this computer has been  i take it around with me for studying and playing music and just basic stuff but is amazing  the m  chip is quite a game changer ,UK,0.9524,positive
1056,the only thing i can t figure out   and i haven t put much effort into it since i m in the hospital is how to turn on the touch screen option  i thought it would be automatically on   other than that i love my new macbook air laptop and would recommend it to anyone looking for a laptop computer,UK,0.7717,positive
1057,this little puppy gets the job done at half the price of the bigger one  great deal from amazon ,UK,0.7003,positive
1058,space grey is perfect,UK,0.5994,positive
1059,very awesome laptop for its price for an apple device,UK,0.659,positive
1060,love it ,UK,0.6369,positive
1061,first mac laptop i ve owned and i m very impressed  display colors are incredible  processing speed with the m  chip is amazing  super long battery life and light weight  so much packed in a thin design ,UK,0.902,positive
1062,saved      over the price at the apple store  good deal for an apple ,UK,0.6908,positive
1063,this is my first mac and i love it,UK,0.6369,positive
1064,excellent computer at a reasonable cost love it ,UK,0.836,positive
1065,fired up right outta the box  love it ,UK,0.1531,positive
1066,screen flickers at random and laptop crashes  lesson learned  amazon warehouse electronics are crap  had a very bad experience with other amazon warehouse buying laptop is good when it works  opens up fast  but i just ended up with a dud,UK,-0.4672,negative
